ID,Count
257,22
258,28
259,14
260,12
261,10
262,13
263,22
264,13
265,23
266,27
267,43
268,15
269,30
270,40
271,17
272,32
273,7
274,33
275,24
276,18
277,16
278,28
279,16
280,15
281,8
282,32
283,23
284,18
285,20
286,12
287,18
288,15
289,6
290,21
291,33
292,39
293,23
294,15
295,25
296,24
297,19
298,22
299,18
300,13
301,17
302,14
303,27
304,27
305,6
306,5
307,16
308,17
309,12
310,14
311,3
312,3
313,17
314,12
315,17
316,31
317,29
318,10
319,45
320,20
321,15
322,18
323,10
324,21
325,4
326,9
327,15
328,18
329,16
330,19
331,17
332,35
333,6
334,21
335,22
336,6
337,25
338,14
339,13
340,24
341,10
342,8
343,6
344,10
345,20
346,25
347,32
348,40
349,18
350,33
351,27
352,22
353,26
354,24
355,22
356,31
357,12
358,16
359,28
360,22
361,31
362,20
363,22
364,32
365,22
366,18
367,19
368,33
369,14
370,30
371,17
372,16
373,19
374,18
375,29
376,16
377,20
378,10
379,12
380,20
381,14
382,23
383,19
384,28
385,40
386,27
387,19
388,5
389,30
390,20
391,22
392,17
393,27
394,17
395,17
396,26
397,22
398,26
399,23
400,25
401,32
402,18
403,29
404,11
405,19
406,15
407,18
408,28
409,12
410,27
411,11
412,14
413,7
414,14
415,19
416,14
417,37
418,27
419,38
420,19
421,20
422,26
423,16
424,17
425,14
426,12
427,24
428,12
429,16
430,25
431,34
432,8
433,16
434,14
435,22
436,19
437,25
438,24
439,23
440,19
441,33
442,26
443,11
444,19
445,8
446,8
447,17
448,21
449,32
450,23
451,16
452,12
453,3
454,7
455,11
456,41
457,12
458,17
459,18
460,16
461,19
462,16
463,26
464,15
465,24
466,15
467,7
468,12
469,24
470,22
471,22
472,17
473,9
474,18
475,21
476,19
477,30
478,31
479,52
480,20
481,7
482,15
483,20
484,4
485,31
486,13
487,8
488,13
489,33
490,27
491,27
492,14
493,7
494,22
495,8
496,17
497,10
498,13
499,8
500,16
501,4
502,20
503,6
504,24
505,17
506,8
507,13
508,26
509,13
510,16
511,21
512,16
513,11
514,22
515,11
516,15
517,6
518,27
519,11
520,14
521,16
522,20
523,32
524,38
525,46
526,19
527,24
528,34
529,40
530,9
531,25
532,14
533,18
534,20
535,28
536,25
537,17
538,35
539,24
540,16
541,21
542,25
543,16
544,37
545,22
546,18
547,21
548,26
549,17
550,32
551,36
552,35
553,23
554,30
555,15
556,13
557,17
558,16
559,7
560,34
561,26
562,9
563,25
564,46
565,37
566,20
567,15
568,12
569,13
570,13
571,11
572,18
573,14
574,28
575,24
576,20
577,27
578,8
579,11
580,39
581,15
582,24
583,20
584,14
585,15
586,28
587,23
588,20
589,43
590,15
591,41
592,14
593,12
594,29
595,21
596,8
597,20
598,30
599,18
600,28
601,33
602,10
603,19
604,14
605,18
606,17
607,16
608,32
609,1
610,27
611,22
612,14
613,22
614,13
615,19
616,18
617,12
618,22
619,32
620,23
621,24
622,23
623,30
624,27
625,31
626,10
627,41
628,10
629,24
630,17
631,18
632,27
633,27
634,32
635,30
636,8
637,18
638,19
639,29
640,9
641,22
642,18
643,26
644,2
645,1
646,25
647,15
648,1
649,18
650,16
651,1
652,28
653,20
654,33
655,2
656,16
657,26
658,12
659,17
660,23
661,28
662,9
663,29
664,13
665,17
666,17
667,27
668,9
669,24
670,17
671,31
672,34
673,13
674,18
675,25
676,20
677,17
678,20
679,13
680,32
681,21
682,10
683,20
684,22
685,21
686,26
687,14
688,30
689,24
690,30
691,26
692,44
693,25
694,25
695,14
696,31
697,4
698,28
699,16
700,30
701,27
702,35
703,27
704,11
705,13
706,20
707,15
708,11
709,21
710,10
711,9
712,32
713,26
714,25
715,30
716,23
717,35
718,21
719,35
720,30
721,31
722,14
723,16
724,36
725,24
726,32
727,35
728,24
729,22
730,22
731,22
732,13
733,27
734,22
735,19
736,30
737,28
738,35
739,22
740,20
741,15
742,26
743,17
744,29
745,19
746,12
747,12
748,33
749,32
750,14
751,24
752,20
753,7
754,14
755,29
756,29
757,14
758,21
759,10
760,6
761,34
762,25
763,29
764,16
765,28
766,13
767,23
768,16
769,28
770,27
771,12
772,30
773,35
774,20
775,11
776,31
777,22
778,6
779,13
780,18
781,31
782,31
783,31
784,8
785,12
786,27
787,24
788,28
789,27
790,35
791,16
792,20
793,30
794,40
795,21
796,13
797,14
798,25
799,15
800,12
801,14
802,5
803,33
804,22
805,21
806,17
807,16
808,44
809,12
810,5
811,37
812,27
813,33
814,21
815,26
816,20
817,9
818,15
819,4
820,32
821,10
822,24
823,36
824,6
825,28
826,19
827,10
828,15
829,16
830,24
831,21
832,25
833,15
834,11
835,15
836,9
837,20
838,19
839,34
840,16
841,33
842,11
843,32
844,39
845,28
846,20
847,15
848,31
849,20
850,25
851,26
852,13
853,7
854,24
855,16
856,16
857,17
858,13
859,42
860,5
861,23
862,22
863,16
864,19
865,20
866,19
867,20
868,26
869,6
870,36
871,37
872,11
873,3
874,32
875,28
876,10
877,21
878,22
879,41
880,11
881,31
882,23
883,14
884,27
885,29
886,13
887,22
888,18
889,35
890,26
891,9
892,24
893,33
894,4
895,8
896,25
897,43
898,10
899,24
900,19
901,15
902,32
903,27
904,33
905,54
906,22
907,14
908,32
909,18
910,11
911,6
912,11
913,8
914,7
915,21
916,22
917,10
918,22
919,16
920,12
921,24
922,24
923,16
924,24
925,15
926,25
927,25
928,26
929,27
930,11
931,13
932,20
933,18
934,17
935,16
936,14
937,12
938,9
939,22
940,10
941,7
942,17
943,4
944,8
945,7
946,12
947,12
948,26
949,25
950,23
951,24
952,21
953,17
954,22
955,28
956,17
957,23
958,35
959,19
960,17
961,25
962,26
963,28
964,35
965,17
966,21
967,13
968,24
969,13
970,13
971,25
972,23
973,9
974,12
975,27
976,41
977,26
978,39
979,25
980,38
981,23
982,14
983,14
984,19
985,13
986,23
987,18
988,13
989,12
990,22
991,27
992,14
993,35
994,10
995,16
996,17
997,25
998,17
999,13
1000,22
1001,20
1002,14
1003,20
1004,26
1005,16
1006,20
1007,13
1008,14
1009,15
1010,31
1011,45
1012,26
1013,16
1014,35
1015,56
1016,27
1017,25
1018,35
1019,32
1020,23
1021,17
1022,12
1023,9
1024,5
1025,14
1026,22
1027,8
1028,22
1029,24
1030,8
1031,22
1032,7
1033,16
1034,31
1035,12
1036,33
1037,18
1038,19
1039,8
1040,24
1041,18
1042,18
1043,8
1044,11
1045,35
1046,20
1047,4
1048,25
1049,28
1050,24
1051,35
1052,16
1053,14
1054,14
1055,36
1056,5
1057,13
1058,24
1059,16
1060,22
1061,33
1062,21
1063,7
1064,30
1065,16
1066,23
1067,9
1068,13
1069,22
1070,22
1071,6
1072,19
1073,26
1074,22
1075,16
1076,13
1077,24
1078,27
1079,5
1080,36
1081,18
1082,17
1083,19
1084,23
1085,31
1086,27
1087,18
1088,22
1089,13
1090,11
1091,14
1092,9
1093,37
1094,41
1095,26
1096,26
1097,6
1098,12
1099,14
1100,14
1101,3
1102,29
1103,45
1104,20
1105,22
1106,25
1107,34
1108,13
1109,14
1110,14
1111,5
1112,25
1113,37
1114,18
1115,34
1116,32
1117,38
1118,4
1119,36
1120,16
1121,24
1122,37
1123,17
1124,17
1125,32
1126,20
1127,8
1128,18
1129,25
1130,5
1131,8
1132,28
1133,10
1134,25
1135,18
1136,11
1137,12
1138,38
1139,11
1140,25
1141,11
1142,16
1143,18
1144,18
1145,18
1146,23
1147,26
1148,21
1149,4
1150,15
1151,22
1152,26
1153,21
1154,23
1155,28
1156,12
1157,12
1158,29
1159,11
1160,12
1161,8
1162,24
1163,23
1164,24
1165,15
1166,20
1167,21
1168,17
1169,29
1170,10
1171,22
1172,26
1173,41
1174,18
1175,26
1176,39
1177,31
1178,30
1179,33
1180,31
1181,30
1182,18
1183,34
1184,16
1185,42
1186,22
1187,10
1188,7
1189,20
1190,21
1191,14
1192,16
1193,23
1194,23
1195,21
1196,28
1197,28
1198,19
1199,24
1200,32
1201,18
1202,20
1203,19
1204,19
1205,10
1206,15
1207,14
1208,26
1209,16
1210,20
1211,25
1212,22
1213,14
1214,16
1215,22
1216,16
1217,21
1218,32
1219,11
1220,28
1221,16
1222,30
1223,19
1224,48
1225,31
1226,31
1227,12
1228,31
1229,11
1230,22
1231,18
1232,22
1233,23
1234,21
1235,18
1236,22
1237,21
1238,13
1239,41
1240,32
1241,14
1242,15
1243,33
1244,15
1245,16
1246,29
1247,35
1248,21
1249,13
1250,14
1251,27
1252,40
1253,20
1254,18
1255,26
1256,35
1257,31
1258,4
1259,33
1260,28
1261,20
1262,27
1263,11
1264,19
1265,19
1266,26
1267,18
1268,11
1269,33
1270,30
1271,26
1272,29
1273,22
1274,16
1275,18
1276,13
1277,24
1278,21
1279,11
1280,11
1281,24
1282,7
1283,11
1284,22
1285,9
1286,9
1287,25
1288,19
1289,26
1290,15
1291,11
1292,28
1293,8
1294,6
1295,17
1296,30
1297,26
1298,18
1299,25
1300,23
1301,23
1302,22
1303,7
1304,33
1305,16
1306,18
1307,35
1308,21
1309,26
1310,31
1311,22
1312,7
1313,23
1314,18
1315,19
1316,28
1317,30
1318,23
1319,21
1320,29
1321,25
1322,19
1323,36
1324,44
1325,16
1326,23
1327,18
1328,15
1329,18
1330,40
1331,9
1332,16
1333,31
1334,30
1335,17
1336,15
1337,15
1338,18
1339,25
1340,39
1341,19
1342,43
1343,27
1344,15
1345,28
1346,47
1347,22
1348,23
1349,36
1350,35
1351,12
1352,27
1353,4
1354,12
1355,36
1356,31
1357,10
1358,30
1359,35
1360,30
1361,28
1362,18
1363,27
1364,13
1365,29
1366,12
1367,19
1368,35
1369,35
1370,8
1371,16
1372,18
1373,25
1374,15
1375,4
1376,31
1377,25
1378,14
1379,14
1380,10
1381,35
1382,20
1383,19
1384,20
1385,6
1386,24
1387,21
1388,25
1389,9
1390,21
1391,12
1392,31
1393,20
1394,16
1395,22
1396,31
1397,8
1398,15
1399,7
1400,22
1401,13
1402,17
1403,8
1404,13
1405,8
1406,10
1407,13
1408,25
1409,22
1410,17
1411,29
1412,14
1413,21
1414,6
1415,29
1416,10
1417,5
1418,4
1419,4
1420,20
1421,4
1422,18
1423,14
1424,20
1425,24
1426,13
1427,19
1428,16
1429,14
1430,20
1431,31
1432,13
1433,7
1434,12
1435,13
1436,25
1437,10
1438,10
1439,22
1440,18
1441,7
1442,22
1443,16
1444,19
1445,17
1446,14
1447,6
1448,8
1449,17
1450,29
1451,17
1452,11
1453,20
1454,14
1455,18
1456,24
1457,31
1458,7
1459,11
1460,10
1461,20
1462,21
1463,3
1464,23
1465,22
1466,14
1467,16
1468,24
1469,13
1470,20
1471,9
1472,5
1473,13
1474,23
1475,24
1476,24
1477,24
1478,14
1479,24
1480,15
1481,19
1482,22
1483,14
1484,10
1485,10
1486,3
1487,8
1488,38
1489,19
1490,3
1491,13
1492,9
1493,34
1494,11
1495,17
1496,9
1497,23
1498,12
1499,1
1500,14
1501,14
1502,19
1503,25
1504,38
1505,18
1506,18
1507,16
1508,8
1509,20
1510,20
1511,23
1512,32
1513,18
1514,13
1515,9
1516,30
1517,36
1518,18
1519,7
1520,2
1521,30
1522,20
1523,29
1524,24
1525,29
1526,18
1527,7
1528,30
1529,10
1530,11
1531,12
1532,20
1533,42
1534,32
1535,18
1536,7
1537,19
1538,17
1539,22
1540,12
1541,40
1542,25
1543,24
1544,20
1545,27
1546,15
1547,17
1548,28
1549,15
1550,2
1551,15
1552,12
1553,5
1554,19
1555,23
1556,33
1557,18
1558,11
1559,23
1560,32
1561,21
1562,23
1563,31
1564,14
1565,13
1566,18
1567,18
1568,25
1569,12
1570,24
1571,18
1572,5
1573,25
1574,32
1575,23
1576,10
1577,9
1578,29
1579,17
1580,8
1581,20
1582,32
1583,11
1584,14
1585,29
1586,19
1587,16
1588,27
1589,36
1590,11
1591,22
1592,16
1593,23
1594,4
1595,11
1596,14
1597,26
1598,18
1599,26
1600,20
1601,22
1602,15
1603,16
1604,41
1605,18
1606,7
1607,34
1608,32
1609,23
1610,33
1611,18
1612,16
1613,13
1614,21
1615,11
1616,14
1617,24
1618,26
1619,13
1620,3
1621,21
1622,9
1623,20
1624,5
1625,40
1626,10
1627,14
1628,30
1629,7
1630,23
1631,15
1632,15
1633,32
1634,41
1635,17
1636,2
1637,13
1638,6
1639,2
1640,2
1641,14
1642,8
1643,32
1644,26
1645,8
1646,16
1647,12
1648,5
1649,28
1650,36
1651,17
1652,8
1653,17
1654,7
1655,19
1656,24
1657,2
1658,29
1659,14
1660,11
1661,6
1662,12
1663,5
1664,8
1665,27
1666,11
1667,2
1668,25
1669,7
1670,12
1671,11
1672,9
1673,17
1674,8
1675,17
1676,5
1677,14
1678,17
1679,1
1680,14
1681,14
1682,7
1683,6
1684,9
1685,15
1686,7
1687,7
1688,15
1689,10
1690,13
1691,10
1692,3
1693,16
1694,6
1695,5
1696,2
1697,10
1698,23
1699,20
1700,15
1701,12
1702,8
1703,7
1704,9
1705,20
1706,4
1707,12
1708,18
1709,20
1710,14
1711,2
1712,19
1713,13
1714,34
1715,11
1716,9
1717,12
1718,19
1719,2
1720,18
1721,12
1722,13
1723,20
1724,22
1725,18
1726,20
1727,2
1728,38
1729,16
1730,8
1731,10
1732,25
1733,19
1734,21
1735,2
1736,10
1737,29
1738,15
1739,16
1740,5
1741,3
1742,30
1743,29
1744,16
1745,7
1746,20
1747,16
1748,11
1749,15
1750,3
1751,22
1752,14
1753,12
1754,20
1755,13
1756,32
1757,13
1758,12
1759,9
1760,2
1761,17
1762,4
1763,6
1764,15
1765,8
1766,6
1767,14
1768,6
1769,12
1770,16
1771,17
1772,15
1773,19
1774,8
1775,29
1776,18
1777,8
1778,36
1779,8
1780,8
1781,7
1782,8
1783,5
1784,33
1785,16
1786,2
1787,2
1788,27
1789,21
1790,18
1791,29
1792,22
1793,26
1794,7
1795,33
1796,21
1797,41
1798,13
1799,38
1800,31
1801,17
1802,3
1803,2
1804,11
1805,2
1806,8
1807,13
1808,24
1809,18
1810,14
1811,21
1812,31
1813,15
1814,15
1815,27
1816,28
1817,22
1818,11
1819,21
1820,25
1821,10
1822,19
1823,25
1824,17
1825,10
1826,30
1827,16
1828,28
1829,33
1830,20
1831,21
1832,6
1833,16
1834,13
1835,27
1836,7
1837,15
1838,17
1839,7
1840,28
1841,9
1842,18
1843,23
1844,12
1845,18
1846,14
1847,14
1848,22
1849,16
1850,33
1851,8
1852,20
1853,17
1854,10
1855,21
1856,5
1857,14
1858,29
1859,16
1860,17
1861,24
1862,21
1863,18
1864,23
1865,12
1866,13
1867,20
1868,32
1869,5
1870,18
1871,17
1872,8
1873,3
1874,35
1875,8
1876,12
1877,9
1878,39
1879,6
1880,13
1881,17
1882,51
1883,4
1884,19
1885,2
1886,3
1887,12
1888,3
1889,16
1890,14
1891,5
1892,1
1893,1
1894,15
1895,1
1896,6
1897,11
1898,9
1899,40
1900,2
1901,13
1902,9
1903,3
1904,19
1905,26
1906,3
1907,7
1908,11
1909,2
1910,19
1911,11
1912,5
1913,52
1914,7
1915,20
1916,22
1917,3
1918,13
1919,13
1920,2
1921,29
1922,6
1923,6
1924,11
1925,17
1926,5
1927,7
1928,15
1929,17
1930,5
1931,6
1932,1
1933,18
1934,22
1935,7
1936,30
1937,17
1938,9
1939,16
1940,33
1941,15
1942,10
1943,23
1944,10
1945,7
1946,9
1947,7
1948,29
1949,8
1950,35
1951,28
1952,27
1953,20
1954,42
1955,25
1956,26
1957,20
1958,24
1959,17
1960,4
1961,24
1962,16
1963,23
1964,23
1965,26
1966,12
1967,41
1968,30
1969,17
1970,9
1971,19
1972,13
1973,12
1974,27
1975,4
1976,12
1977,9
1978,31
1979,21
1980,19
1981,17
1982,12
1983,43
1984,19
1985,28
1986,13
1987,24
1988,41
1989,18
1990,26
1991,28
1992,14
1993,13
1994,18
1995,14
1996,24
1997,33
1998,11
1999,5
2000,9
2001,26
2002,18
2003,3
2004,29
2005,19
2006,29
2007,18
2008,14
2009,33
2010,14
2011,20
2012,14
2013,19
2014,29
2015,17
2016,20
2017,24
2018,24
2019,45
2020,16
2021,51
2022,28
2023,23
2024,3
2025,11
2026,29
2027,10
2028,48
2029,31
2030,29
2031,36
2032,24
2033,33
2034,23
2035,14
2036,26
2037,34
2038,37
2039,49
2040,29
2041,17
2042,9
2043,36
2044,20
2045,28
2046,24
2047,10
2048,10
2049,6
2050,4
2051,10
2052,3
2053,9
2054,4
2055,11
2056,5
2057,14
2058,2
2059,7
2060,2
2061,8
2062,3
2063,7
2064,4
2065,6
2066,3
2067,9
2068,2
2069,5
2070,3
2071,8
2072,2
2073,15
2074,5
2075,14
2076,4
2077,14
2078,3
2079,31
2080,5
2081,9
2082,1
2083,19
2084,6
2085,12
2086,5
2087,8
2088,9
2089,9
2090,10
2091,10
2092,4
2093,14
2094,7
2095,17
2096,34
2097,21
2098,9
2099,27
2100,9
2101,5
2102,3
2103,15
2104,15
2105,32
2106,17
2107,22
2108,19
2109,16
2110,11
2111,13
2112,38
2113,18
2114,13
2115,25
2116,22
2117,23
2118,23
2119,27
2120,12
2121,14
2122,12
2123,2
2124,19
2125,9
2126,13
2127,11
2128,8
2129,19
2130,31
2131,18
2132,12
2133,28
2134,15
2135,27
2136,28
2137,17
2138,6
2139,3
2140,23
2141,9
2142,6
2143,2
2144,9
2145,13
2146,37
2147,14
2148,15
2149,15
2150,18
2151,32
2152,16
2153,28
2154,15
2155,8
2156,20
2157,14
2158,21
2159,5
2160,36
2161,13
2162,22
2163,33
2164,6
2165,17
2166,14
2167,2
2168,16
2169,19
2170,12
2171,7
2172,20
2173,11
2174,8
2175,17
2176,29
2177,15
2178,18
2179,18
2180,29
2181,12
2182,33
2183,23
2184,7
2185,28
2186,27
2187,20
2188,6
2189,31
2190,18
2191,16
2192,34
2193,15
2194,41
2195,30
2196,3
2197,29
2198,20
2199,12
2200,16
2201,14
2202,11
2203,12
2204,36
2205,13
2206,20
2207,36
2208,24
2209,13
2210,1
2211,1
2212,22
2213,15
2214,14
2215,24
2216,9
2217,25
2218,5
2219,24
2220,20
2221,40
2222,10
2223,23
2224,27
2225,32
2226,20
2227,12
2228,22
2229,21
2230,17
2231,17
2232,16
2233,12
2234,20
2235,23
2236,21
2237,13
2238,8
2239,19
2240,32
2241,15
2242,16
2243,22
2244,20
2245,22
2246,22
2247,16
2248,23
2249,50
2250,25
2251,11
2252,12
2253,23
2254,18
2255,18
2256,13
2257,28
2258,30
2259,7
2260,10
2261,13
2262,31
2263,18
2264,33
2265,19
2266,23
2267,19
2268,11
2269,26
2270,35
2271,16
2272,23
2273,29
2274,8
2275,16
2276,17
2277,22
2278,4
2279,21
2280,27
2281,11
2282,31
2283,9
2284,22
2285,23
2286,7
2287,3
2288,13
2289,21
2290,19
2291,18
2292,6
2293,15
2294,10
2295,22
2296,14
2297,9
2298,16
2299,19
2300,10
2301,15
2302,25
2303,11
2304,20
2305,3
2306,3
2307,3
2308,23
2309,25
2310,18
2311,19
2312,24
2313,28
2314,22
2315,31
2316,17
2317,16
2318,35
2319,9
2320,13
2321,17
2322,29
2323,4
2324,30
2325,8
2326,14
2327,29
2328,15
2329,20
2330,15
2331,17
2332,14
2333,9
2334,42
2335,21
2336,13
2337,15
2338,7
2339,9
2340,16
2341,27
2342,21
2343,18
2344,15
2345,5
2346,13
2347,17
2348,13
2349,6
2350,24
2351,19
2352,27
2353,25
2354,8
2355,32
2356,26
2357,35
2358,10
2359,31
2360,27
2361,17
2362,7
2363,23
2364,15
2365,23
2366,18
2367,12
2368,21
2369,4
2370,30
2371,19
2372,25
2373,12
2374,18
2375,6
2376,12
2377,19
2378,11
2379,10
2380,16
2381,33
2382,39
2383,29
2384,24
2385,21
2386,8
2387,20
2388,37
2389,7
2390,28
2391,3
2392,14
2393,25
2394,31
2395,3
2396,17
2397,22
2398,23
2399,5
2400,18
2401,32
2402,28
2403,5
2404,14
2405,13
2406,7
2407,5
2408,12
2409,29
2410,9
2411,20
2412,8
2413,22
2414,29
2415,12
2416,11
2417,21
2418,14
2419,32
2420,28
2421,24
2422,27
2423,13
2424,18
2425,24
2426,18
2427,20
2428,19
2429,32
2430,26
2431,20
2432,14
2433,24
2434,15
2435,25
2436,19
2437,14
2438,12
2439,23
2440,2
2441,21
2442,3
2443,2
2444,15
2445,2
2446,25
2447,21
2448,11
2449,7
2450,35
2451,32
2452,18
2453,31
2454,12
2455,25
2456,18
2457,9
2458,23
2459,9
2460,16
2461,3
2462,14
2463,11
2464,25
2465,28
2466,21
2467,20
2468,4
2469,23
2470,5
2471,7
2472,34
2473,22
2474,23
2475,16
2476,18
2477,14
2478,21
2479,29
2480,17
2481,33
2482,26
2483,17
2484,14
2485,22
2486,36
2487,6
2488,17
2489,17
2490,49
2491,38
2492,13
2493,17
2494,11
2495,3
2496,12
2497,35
2498,31
2499,23
2500,17
2501,48
2502,36
2503,21
2504,26
2505,27
2506,9
2507,24
2508,33
2509,22
2510,33
2511,36
2512,17
2513,26
2514,18
2515,8
2516,21
2517,23
2518,21
2519,14
2520,27
2521,26
2522,11
2523,14
2524,23
2525,22
2526,15
2527,14
2528,18
2529,22
2530,9
2531,19
2532,20
2533,31
2534,17
2535,7
2536,16
2537,16
2538,12
2539,14
2540,17
2541,12
2542,22
2543,13
2544,24
2545,9
2546,3
2547,6
2548,13
2549,11
2550,20
2551,10
2552,14
2553,5
2554,21
2555,34
2556,11
2557,15
2558,29
2559,17
2560,19
2561,9
2562,11
2563,21
2564,22
2565,21
2566,17
2567,8
2568,11
2569,8
2570,7
2571,27
2572,28
2573,8
2574,29
2575,23
2576,21
2577,19
2578,25
2579,10
2580,43
2581,1
2582,35
2583,35
2584,18
2585,6
2586,5
2587,14
2588,15
2589,7
2590,10
2591,11
2592,26
2593,17
2594,21
2595,13
2596,26
2597,24
2598,18
2599,23
2600,7
2601,12
2602,5
2603,11
2604,11
2605,30
2606,15
2607,27
2608,24
2609,7
2610,14
2611,21
2612,25
2613,34
2614,17
2615,15
2616,25
2617,18
2618,7
2619,24
2620,24
2621,19
2622,19
2623,21
2624,24
2625,23
2626,33
2627,22
2628,13
2629,31
2630,22
2631,28
2632,22
2633,7
2634,8
2635,9
2636,29
2637,16
2638,30
2639,7
2640,15
2641,41
2642,16
2643,2
2644,17
2645,25
2646,35
2647,38
2648,7
2649,9
2650,31
2651,8
2652,19
2653,29
2654,12
2655,24
2656,26
2657,17
2658,11
2659,16
2660,18
2661,37
2662,23
2663,27
2664,8
2665,21
2666,19
2667,12
2668,19
2669,17
2670,6
2671,7
2672,32
2673,14
2674,26
2675,35
2676,4
2677,20
2678,6
2679,8
2680,17
2681,14
2682,5
2683,15
2684,15
2685,14
2686,23
2687,11
2688,7
2689,12
2690,6
2691,2
2692,3
2693,3
2694,12
2695,6
2696,4
2697,15
2698,4
2699,7
2700,5
2701,6
2702,3
2703,16
2704,8
2705,12
2706,9
2707,4
2708,5
2709,6
2710,9
2711,18
2712,27
2713,17
2714,4
2715,5
2716,7
2717,6
2718,9
2719,16
2720,11
2721,35
2722,3
2723,23
2724,20
2725,13
2726,4
2727,23
2728,10
2729,4
2730,14
2731,4
2732,5
2733,5
2734,3
2735,22
2736,21
2737,7
2738,5
2739,7
2740,17
2741,12
2742,9
2743,10
2744,17
2745,24
2746,9
2747,9
2748,26
2749,5
2750,8
2751,16
2752,11
2753,4
2754,28
2755,41
2756,30
2757,14
2758,40
2759,28
2760,41
2761,23
2762,18
2763,25
2764,16
2765,19
2766,17
2767,15
2768,12
2769,11
2770,16
2771,20
2772,13
2773,16
2774,28
2775,12
2776,4
2777,23
2778,44
2779,18
2780,14
2781,18
2782,20
2783,27
2784,11
2785,16
2786,24
2787,16
2788,10
2789,19
2790,17
2791,15
2792,29
2793,28
2794,14
2795,29
2796,26
2797,21
2798,5
2799,7
2800,3
2801,4
2802,3
2803,2
2804,3
2805,6
2806,9
2807,18
2808,8
2809,19
2810,11
2811,13
2812,21
2813,11
2814,23
2815,17
2816,19
2817,29
2818,14
2819,21
2820,33
2821,35
2822,14
2823,15
2824,17
2825,8
2826,30
2827,12
2828,12
2829,9
2830,41
2831,9
2832,5
2833,11
2834,9
2835,13
2836,23
2837,10
2838,10
2839,24
2840,33
2841,10
2842,19
2843,18
2844,33
2845,8
2846,7
2847,10
2848,17
2849,21
2850,17
2851,25
2852,19
2853,10
2854,19
2855,22
2856,24
2857,27
2858,25
2859,9
2860,7
2861,11
2862,9
2863,40
2864,10
2865,12
2866,32
2867,15
2868,11
2869,34
2870,34
2871,25
2872,37
2873,12
2874,4
2875,14
2876,23
2877,9
2878,22
2879,29
2880,75
2881,13
2882,13
2883,32
2884,20
2885,33
2886,26
2887,14
2888,13
2889,24
2890,9
2891,11
2892,20
2893,31
2894,30
2895,23
2896,25
2897,38
2898,21
2899,21
2900,13
2901,18
2902,2
2903,7
2904,19
2905,30
2906,20
2907,22
2908,21
2909,14
2910,21
2911,26
2912,27
2913,20
2914,10
2915,18
2916,35
2917,23
2918,20
2919,50
2920,11
2921,33
2922,33
2923,36
2924,10
2925,16
2926,5
2927,12
2928,13
2929,19
2930,16
2931,14
2932,12
2933,5
2934,9
2935,8
2936,7
2937,6
2938,3
2939,7
2940,4
2941,6
2942,14
2943,8
2944,5
2945,14
2946,3
2947,13
2948,20
2949,29
2950,27
2951,21
2952,16
2953,23
2954,20
2955,26
2956,26
2957,15
2958,27
2959,45
2960,30
2961,32
2962,18
2963,16
2964,36
2965,8
2966,21
2967,11
2968,16
2969,24
2970,31
2971,28
2972,25
2973,33
2974,18
2975,10
2976,33
2977,15
2978,27
2979,37
2980,15
2981,5
2982,21
2983,9
2984,16
2985,18
2986,9
2987,35
2988,13
2989,17
2990,11
2991,28
2992,18
2993,16
2994,13
2995,29
2996,31
2997,6
