ID,Number
2068,2
2069,4
2070,3
2071,6
2072,2
2073,14
2074,4
2075,13
2076,4
2077,13
2078,2
2079,27
2080,5
2081,10
2082,0
2083,18
2084,5
2085,11
2086,4
2087,7
2088,8
2089,9
2090,8
2091,11
2092,2
2093,12
2094,6
2095,17
2096,35
2097,22
2098,8
2099,23
2100,9
2101,5
2102,6
2103,15
2104,16
2105,28
2106,18
2107,22
2108,19
2109,13
2110,13
2111,13
2112,31
2113,22
2114,11
2115,20
2116,19
2117,17
2118,22
2119,22
2120,10
2121,11
2122,10
2123,4
2124,16
2125,12
2126,11
2127,11
2128,7
2129,16
2130,24
2131,19
2132,12
2133,26
2134,13
2135,29
2136,28
2137,18
2138,6
2139,3
2140,19
2141,9
2142,4
2143,2
2144,7
2145,12
2146,37
2147,12
2148,17
2149,16
2150,17
2151,26
2152,13
2153,28
2154,16
2155,6
2156,18
2157,15
2158,18
2159,4
2160,37
2161,13
2162,23
2163,24
2164,7
2165,17
2166,14
2167,3
2168,15
2169,17
2170,11
2171,6
2172,17
2173,9
2174,8
2175,17
2176,23
2177,15
2178,16
2179,19
2180,25
2181,11
2182,29
2183,23
2184,7
2185,27
2186,25
2187,15
2188,5
2189,28
2190,18
2191,14
2192,35
2193,15
2194,40
2195,28
2196,2
2197,25
2198,19
2199,12
2200,15
2201,11
2202,10
2203,9
2204,30
2205,14
2206,20
2207,36
2208,24
2209,13
2210,0
2211,1
2212,21
2213,12
2214,16
2215,22
2216,10
2217,22
2218,6
2219,22
2220,20
2221,42
2222,11
2223,20
2224,28
2225,27
2226,21
2227,11
2228,18
2229,19
2230,18
2231,14
2232,17
2233,15
2234,20
2235,26
2236,23
2237,10
2238,7
2239,21
2240,29
2241,13
2242,19
2243,22
2244,19
2245,22
2246,23
2247,14
2248,20
2249,47
2250,25
2251,8
2252,11
2253,24
2254,19
2255,18
2256,13
2257,22
2258,34
2259,7
2260,11
2261,13
2262,28
2263,16
2264,31
2265,19
2266,26
2267,20
2268,11
2269,26
2270,33
2271,13
2272,21
2273,26
2274,7
2275,16
2276,14
2277,19
2278,5
2279,18
2280,19
2281,12
2282,31
2283,10
2284,21
2285,20
2286,7
2287,2
2288,11
2289,18
2290,16
2291,17
2292,3
2293,14
2294,10
2295,21
2296,15
2297,8
2298,16
2299,19
2300,9
2301,15
2302,23
2303,11
2304,19
2305,2
2306,4
2307,3
2308,21
2309,20
2310,18
2311,21
2312,26
2313,25
2314,21
2315,33
2316,15
2317,12
2318,35
2319,11
2320,13
2321,18
2322,29
2323,4
2324,24
2325,6
2326,11
2327,22
2328,14
2329,19
2330,15
2331,15
2332,15
2333,10
2334,41
2335,21
2336,12
2337,13
2338,8
2339,9
2340,15
2341,27
2342,15
2343,19
2344,14
2345,4
2346,11
2347,16
2348,13
2349,7
2350,22
2351,16
2352,25
2353,25
2354,9
2355,27
2356,28
2357,33
2358,10
2359,27
2360,24
2361,15
2362,7
2363,21
2364,14
2365,23
2366,15
2367,11
2368,19
2369,3
2370,27
2371,19
2372,19
2373,10
2374,17
2375,4
2376,10
2377,19
2378,14
2379,8
2380,16
2381,35
2382,37
2383,27
2384,23
2385,20
2386,9
2387,16
2388,37
2389,7
2390,25
2391,3
2392,13
2393,20
2394,29
2395,3
2396,18
2397,16
2398,21
2399,6
2400,16
2401,29
2402,26
2403,6
2404,12
2405,12
2406,6
2407,6
2408,12
2409,29
2410,10
2411,17
2412,8
2413,19
2414,29
2415,11
2416,11
2417,21
2418,9
2419,29
2420,27
2421,23
2422,22
2423,16
2424,15
2425,19
2426,17
2427,18
2428,19
2429,33
2430,27
2431,17
2432,15
2433,21
2434,14
2435,23
2436,15
2437,16
2438,14
2439,23
2440,2
2441,21
2442,3
2443,2
2444,13
2445,2
2446,25
2447,20
2448,10
2449,8
2450,34
2451,29
2452,17
2453,31
2454,13
2455,24
2456,17
2457,7
2458,20
2459,10
2460,17
2461,2
2462,12
2463,10
2464,28
2465,28
2466,19
2467,19
2468,4
2469,22
2470,6
2471,6
2472,35
2473,22
2474,21
2475,14
2476,20
2477,12
2478,19
2479,30
2480,15
2481,32
2482,24
2483,17
2484,13
2485,18
2486,36
2487,5
2488,20
2489,17
2490,45
2491,35
2492,11
2493,13
2494,11
2495,3
2496,11
2497,34
2498,29
2499,21
2500,15
2501,44
2502,36
2503,17
2504,22
2505,25
2506,6
2507,21
2508,30
2509,21
2510,29
2511,36
2512,16
2513,26
2514,19
2515,10
2516,22
2517,24
2518,20
2519,14
2520,27
2521,24
2522,8
2523,14
2524,24
2525,20
2526,15
2527,14
2528,18
2529,22
2530,7
2531,19
2532,17
2533,31
2534,17
2535,9
2536,18
2537,12
2538,10
2539,14
2540,15
2541,10
2542,19
2543,12
2544,21
2545,6
2546,1
2547,5
2548,12
2549,13
2550,21
2551,12
2552,13
2553,5
2554,19
2555,32
2556,10
2557,12
2558,26
2559,17
2560,16
2561,9
2562,9
2563,19
2564,21
2565,18
2566,14
2567,10
2568,11
2569,7
2570,8
2571,22
2572,32
2573,8
2574,26
2575,21
2576,22
2577,22
2578,28
2579,10
2580,40
2581,3
2582,32
2583,33
2584,17
2585,6
2586,6
2587,16
2588,13
2589,10
2590,11
2591,10
2592,27
2593,17
2594,22
2595,13
2596,23
2597,25
2598,17
2599,21
2600,7
2601,13
2602,5
2603,10
2604,8
2605,31
2606,14
2607,28
2608,22
2609,6
2610,14
2611,23
2612,26
2613,32
2614,15
2615,15
2616,26
2617,18
2618,6
2619,21
2620,27
2621,19
2622,17
2623,20
2624,21
2625,23
2626,33
2627,19
2628,12
2629,27
2630,20
2631,25
2632,19
2633,6
2634,7
2635,6
2636,27
2637,14
2638,28
2639,5
2640,12
2641,40
2642,18
2643,2
2644,19
2645,23
2646,37
2647,40
2648,7
2649,8
2650,29
2651,8
2652,19
2653,29
2654,11
2655,22
2656,26
2657,15
2658,10
2659,15
2660,16
2661,37
2662,24
2663,27
2664,10
2665,18
2666,15
2667,13
2668,15
2669,17
2670,5
2671,5
2672,31
2673,15
2674,24
2675,34
2676,4
2677,19
2678,6
2679,6
2680,17
2681,11
2682,4
2683,11
2684,14
2685,13
2686,23
2687,12
2688,7
2689,12
2690,5
2691,2
2692,3
2693,3
2694,13
2695,3
2696,2
2697,15
2698,2
2699,8
2700,5
2701,5
2702,3
2703,12
2704,8
2705,9
2706,8
2707,4
2708,5
2709,6
2710,10
2711,19
2712,23
2713,17
2714,3
2715,4
2716,4
2717,4
2718,9
2719,15
2720,10
2721,35
2722,3
2723,24
2724,23
2725,12
2726,5
2727,18
2728,12
2729,5
2730,14
2731,4
2732,5
2733,6
2734,2
2735,23
2736,21
2737,6
2738,6
2739,6
2740,19
2741,11
2742,10
2743,8
2744,16
2745,23
2746,9
2747,8
2748,23
2749,6
2750,7
2751,15
2752,9
2753,4
2754,31
2755,42
2756,28
2757,14
2758,35
2759,30
2760,42
2761,21
2762,17
2763,20
2764,15
2765,19
2766,18
2767,14
2768,12
2769,9
2770,14
2771,18
2772,12
2773,16
2774,28
2775,8
2776,4
2777,26
2778,44
2779,19
2780,12
2781,18
2782,22
2783,29
2784,13
2785,16
2786,21
2787,16
2788,7
2789,19
2790,12
2791,17
2792,28
2793,28
2794,14
2795,29
2796,24
2797,18
2798,3
2799,5
2800,2
2801,4
2802,3
2803,1
2804,2
2805,6
2806,9
2807,13
2808,9
2809,18
2810,10
2811,14
2812,18
2813,10
2814,20
2815,15
2816,19
2817,31
2818,15
2819,18
2820,30
2821,37
2822,14
2823,11
2824,18
2825,7
2826,31
2827,12
2828,13
2829,8
2830,39
2831,7
2832,3
2833,11
2834,9
2835,10
2836,20
2837,8
2838,10
2839,24
2840,31
2841,9
2842,14
2843,20
2844,34
2845,8
2846,4
2847,10
2848,17
2849,21
2850,17
2851,21
2852,17
2853,14
2854,18
2855,22
2856,20
2857,28
2858,25
2859,10
2860,6
2861,12
2862,7
2863,38
2864,10
2865,9
2866,28
2867,13
2868,8
2869,32
2870,34
2871,23
2872,35
2873,13
2874,5
2875,12
2876,22
2877,7
2878,24
2879,27
2880,68
2881,11
2882,12
2883,31
2884,19
2885,36
2886,24
2887,13
2888,12
2889,24
2890,6
2891,11
2892,21
2893,31
2894,29
2895,24
2896,26
2897,36
2898,18
2899,20
2900,14
2901,18
2902,2
2903,5
2904,17
2905,27
2906,19
2907,19
2908,19
2909,13
2910,23
2911,24
2912,25
2913,16
2914,9
2915,16
2916,32
2917,22
2918,20
2919,47
2920,8
2921,29
2922,31
2923,31
2924,10
2925,16
2926,6
2927,13
2928,14
2929,20
2930,14
2931,13
2932,13
2933,4
2934,11
2935,7
2936,6
2937,6
2938,3
2939,6
2940,3
2941,4
2942,14
2943,7
2944,5
2945,11
2946,3
2947,12
2948,19
2949,31
2950,23
2951,20
2952,13
2953,21
2954,19
2955,26
2956,27
2957,16
2958,24
2959,43
2960,29
2961,28
2962,17
2963,15
2964,32
2965,5
2966,20
2967,13
2968,14
2969,23
2970,29
2971,25
2972,26
2973,36
2974,20
2975,11
2976,31
2977,13
2978,24
2979,31
2980,15
2981,6
2982,20
2983,8
2984,17
2985,15
2986,8
2987,30
2988,13
2989,16
2990,11
2991,26
2992,22
2993,14
2994,13
2995,24
2996,31
2997,5
